"#	hydrophobicity_PRAM900101.G1	hydrophobicity_PRAM900101.G2	hydrophobicity_PRAM900101.G3	hydrophobicity_ARGP820101.G1	hydrophobicity_ARGP820101.G2	hydrophobicity_ARGP820101.G3	hydrophobicity_ZIMJ680101.G1	hydrophobicity_ZIMJ680101.G2	hydrophobicity_ZIMJ680101.G3	hydrophobicity_PONP930101.G1	hydrophobicity_PONP930101.G2	hydrophobicity_PONP930101.G3	hydrophobicity_CASG920101.G1	hydrophobicity_CASG920101.G2	hydrophobicity_CASG920101.G3	hydrophobicity_ENGD860101.G1	hydrophobicity_ENGD860101.G2	hydrophobicity_ENGD860101.G3	hydrophobicity_FASG890101.G1	hydrophobicity_FASG890101.G2	hydrophobicity_FASG890101.G3	normwaalsvolume.G1	normwaalsvolume.G2	normwaalsvolume.G3	polarity.G1	polarity.G2	polarity.G3	polarizability.G1	polarizability.G2	polarizability.G3	charge.G1	charge.G2	charge.G3	secondarystruct.G1	secondarystruct.G2	secondarystruct.G3	solventaccess.G1	solventaccess.G2	solventaccess.G3"
"sp|P07017|MCP2_ECOLI	0.31464737793851716	0.40325497287522605	0.2820976491862568	0.42857142857142855	0.352622061482821	0.2188065099457504	0.6347197106690777	0.15370705244122965	0.21157323688969262	0.43399638336347196	0.26220614828209765	0.30379746835443044	0.5406871609403255	0.3743218806509946	0.08499095840867987	0.37251356238698013	0.352622061482821	0.2748643761301988	0.3616636528028933	0.17902350813743217	0.45931283905967446	0.4177215189873418	0.39421338155515373	0.1880650994575045	0.3037974683544304	0.3670886075949367	0.32911392405063283	0.3960216998191682	0.4159132007233273	0.18806509945750455	0.09041591320072333	0.7992766726943942	0.11030741410488254	0.49909584086799275	0.24593128390596744	0.25497287522603984	0.4394213381555154	0.31464737793851716	0.2459312839059674"
"sp|P07250|IPMK_YEAST	0.39436619718309857	0.3211267605633803	0.2845070422535212	0.4647887323943662	0.2507042253521127	0.2845070422535211	0.5577464788732395	0.16338028169014085	0.2788732394366197	0.5154929577464789	0.16056338028169015	0.323943661971831	0.6197183098591549	0.27605633802816903	0.10422535211267608	0.4788732394366197	0.24225352112676057	0.2788732394366197	0.4394366197183099	0.18028169014084508	0.380281690140845	0.39436619718309857	0.35774647887323946	0.24788732394366203	0.323943661971831	0.2676056338028169	0.4084507042253521	0.35774647887323946	0.39436619718309857	0.24788732394366203	0.12394366197183099	0.676056338028169	0.19999999999999996	0.4253521126760563	0.22816901408450704	0.3464788732394366	0.36056338028169016	0.39436619718309857	0.24507042253521133"
"sp|P07335|KCRB_RAT	0.3359580052493438	0.35958005249343833	0.30446194225721784	0.4199475065616798	0.2992125984251969	0.28083989501312334	0.5380577427821522	0.19160104986876642	0.27034120734908135	0.4435695538057743	0.2283464566929134	0.32808398950131235	0.5826771653543307	0.30971128608923887	0.10761154855643046	0.45144356955380577	0.2545931758530184	0.2939632545931759	0.3543307086614173	0.2283464566929134	0.4173228346456692	0.3937007874015748	0.3543307086614173	0.2519685039370079	0.32808398950131235	0.2992125984251969	0.3727034120734908	0.32545931758530183	0.4225721784776903	0.2519685039370079	0.10761154855643044	0.7454068241469817	0.14698162729658792	0.43832020997375326	0.2388451443569554	0.3228346456692913	0.4120734908136483	0.3359580052493438	0.25196850393700787"
"sp|P07814|SYEP_HUMAN	0.35978835978835977	0.3498677248677249	0.29034391534391535	0.3941798941798942	0.3386243386243386	0.2671957671957672	0.5238095238095238	0.22685185185185186	0.2493386243386243	0.4880952380952381	0.18981481481481483	0.32208994708994704	0.5846560846560847	0.29365079365079366	0.12169312169312169	0.4656084656084656	0.2619047619047619	0.2724867724867725	0.376984126984127	0.20767195767195767	0.41534391534391535	0.36706349206349204	0.37367724867724866	0.25925925925925924	0.3220899470899471	0.2976190476190476	0.3802910052910053	0.294973544973545	0.44576719576719576	0.25925925925925924	0.13690476190476192	0.7248677248677249	0.13822751322751325	0.4583333333333333	0.2791005291005291	0.2625661375661376	0.40145502645502645	0.35978835978835977	0.23875661375661372"
"sp|P08037|B4GT1_BOVIN	0.2810945273631841	0.4129353233830846	0.30597014925373134	0.36069651741293535	0.3034825870646766	0.3358208955223881	0.49502487562189057	0.17661691542288557	0.32835820895522383	0.4129353233830846	0.23383084577114427	0.35323383084577115	0.5597014925373134	0.3308457711442786	0.10945273631840802	0.44527363184079605	0.2562189054726368	0.29850746268656714	0.30597014925373134	0.2537313432835821	0.44029850746268656	0.40049751243781095	0.34328358208955223	0.2562189054726368	0.35323383084577115	0.3383084577114428	0.308457711442786	0.2935323383084577	0.4502487562189055	0.2562189054726368	0.10945273631840796	0.8134328358208955	0.07711442786069655	0.4079601990049751	0.2537313432835821	0.33830845771144286	0.417910447761194	0.2810945273631841	0.3009950248756219"
"sp|P08183|MDR1_HUMAN	0.30078125	0.35625	0.34296875	0.38515625	0.32734375	0.28750000000000003	0.534375	0.18671875	0.27890624999999997	0.396875	0.2328125	0.37031250000000004	0.5234375	0.3265625	0.15000000000000002	0.365625	0.3	0.33437500000000003	0.328125	0.1953125	0.4765625	0.36328125	0.390625	0.24609375	0.3703125	0.3140625	0.31562499999999993	0.33515625	0.41875	0.24609374999999994	0.115625	0.78203125	0.10234375000000007	0.43984375	0.30625	0.25390625	0.48671875	0.30078125	0.21250000000000002"
"sp|P09546|PUTA_ECOLI	0.3015151515151515	0.4037878787878788	0.2946969696969697	0.38181818181818183	0.3333333333333333	0.28484848484848485	0.5825757575757575	0.14166666666666666	0.2757575757575758	0.3924242424242424	0.2833333333333333	0.32424242424242433	0.5318181818181819	0.375	0.09318181818181814	0.403030303030303	0.31136363636363634	0.2856060606060606	0.31742424242424244	0.2143939393939394	0.46818181818181825	0.4106060606060606	0.3939393939393939	0.19545454545454544	0.3242424242424242	0.3560606060606061	0.3196969696969697	0.346969696969697	0.4575757575757576	0.1954545454545455	0.09621212121212121	0.7909090909090909	0.11287878787878791	0.5022727272727273	0.2356060606060606	0.2621212121212121	0.4734848484848485	0.3015151515151515	0.22499999999999998"
"sp|P09608|GAL1_KLULA	0.30218687872763417	0.3697813121272366	0.32803180914512925	0.42147117296222664	0.2803180914512923	0.29821073558648103	0.5208747514910537	0.18687872763419483	0.2922465208747515	0.4552683896620278	0.18091451292246521	0.36381709741550705	0.5526838966202783	0.3061630218687873	0.14115308151093442	0.40357852882703776	0.27435387673956263	0.32206759443339966	0.33001988071570576	0.22266401590457258	0.44731610337972166	0.39363817097415504	0.38966202783300197	0.21669980119284304	0.36381709741550694	0.31411530815109345	0.3220675944333996	0.31809145129224653	0.46520874751491054	0.21669980119284288	0.08548707753479125	0.7833001988071571	0.1312127236580517	0.40755467196819084	0.30218687872763417	0.290258449304175	0.4433399602385686	0.30218687872763417	0.25447316103379725"
"gi|4505029|ref|NP_000886.1|	0.3027823240589198	0.3698854337152209	0.32733224222585927	0.3878887070376432	0.2896890343698854	0.32242225859247137	0.5090016366612111	0.18985270049099837	0.30114566284779054	0.46153846153846156	0.1751227495908347	0.3633387888707037	0.5482815057283142	0.31751227495908346	0.1342062193126023	0.42225859247135844	0.27168576104746317	0.3060556464811784	0.34206219312602293	0.20621931260229132	0.45171849427168576	0.381342062193126	0.3698854337152209	0.24877250409165302	0.36333878887070375	0.3076923076923077	0.3289689034369885	0.3060556464811784	0.4451718494271686	0.24877250409165308	0.10310965630114566	0.7741407528641571	0.12274959083469728	0.4320785597381342	0.2978723404255319	0.27004909983633385	0.4206219312602291	0.3027823240589198	0.27659574468085113"
"gi|15672936|ref|NP_267110.1|	0.37397034596375617	0.35914332784184516	0.2668863261943986	0.4514003294892916	0.33278418451400327	0.21581548599670508	0.5963756177924218	0.18945634266886327	0.21416803953871497	0.500823723228995	0.22405271828665568	0.2751235584843493	0.6013179571663921	0.3031301482701812	0.09555189456342666	0.4233937397034596	0.3113673805601318	0.2652388797364086	0.37891268533772654	0.22240527182866557	0.398682042833608	0.4299835255354201	0.39373970345963755	0.17627677100494238	0.2751235584843493	0.3443163097199341	0.3805601317957167	0.3953871499176277	0.42833607907743	0.17627677100494232	0.11532125205930807	0.7084019769357496	0.17627677100494232	0.46622734761120266	0.25205930807248766	0.2817133443163097	0.43986820428336076	0.37397034596375617	0.186161449752883"
"sp|P0A7E9|PYRH_ECOLI	0.2863070539419087	0.36929460580912865	0.34439834024896265	0.3651452282157676	0.38589211618257263	0.2489626556016597	0.5435684647302904	0.21161825726141079	0.2448132780082988	0.35269709543568467	0.2821576763485477	0.36514522821576756	0.5062240663900415	0.3983402489626556	0.09543568464730295	0.34854771784232363	0.3112033195020747	0.34024896265560167	0.27800829875518673	0.22821576763485477	0.49377593360995853	0.3941908713692946	0.3775933609958506	0.22821576763485485	0.3651452282157676	0.3360995850622407	0.29875518672199164	0.35684647302904565	0.4149377593360996	0.22821576763485468	0.11203319502074689	0.7759336099585062	0.11203319502074682	0.48132780082987553	0.26141078838174275	0.25726141078838166	0.5062240663900415	0.2863070539419087	0.20746887966804983"
"sp|P0A7L0|RL1_ECOLI	0.3418803418803419	0.36752136752136755	0.29059829059829057	0.3717948717948718	0.44871794871794873	0.17948717948717946	0.5598290598290598	0.2606837606837607	0.17948717948717946	0.41452991452991456	0.28205128205128205	0.30341880341880334	0.5470085470085471	0.3888888888888889	0.06410256410256404	0.39316239316239315	0.3162393162393162	0.2905982905982907	0.3247863247863248	0.2222222222222222	0.45299145299145305	0.405982905982906	0.3803418803418803	0.2136752136752137	0.3034188034188034	0.34615384615384615	0.3504273504273504	0.37606837606837606	0.41025641025641024	0.2136752136752137	0.1452991452991453	0.7478632478632479	0.10683760683760679	0.4829059829059829	0.2564102564102564	0.26068376068376065	0.48717948717948717	0.3418803418803419	0.1709401709401709"
"sp|P0A7R5|RS10_ECOLI	0.3786407766990291	0.3106796116504854	0.3106796116504854	0.34951456310679613	0.3883495145631068	0.262135922330097	0.5533980582524272	0.18446601941747573	0.2621359223300971	0.4077669902912621	0.27184466019417475	0.3203883495145631	0.5631067961165048	0.3300970873786408	0.10679611650485438	0.46601941747572817	0.22330097087378642	0.3106796116504854	0.3786407766990291	0.18446601941747573	0.43689320388349506	0.34951456310679613	0.4077669902912621	0.2427184466019417	0.32038834951456313	0.27184466019417475	0.40776699029126207	0.30097087378640774	0.4563106796116505	0.24271844660194175	0.1650485436893204	0.6990291262135923	0.13592233009708732	0.5145631067961165	0.2815533980582524	0.2038834951456311	0.4174757281553398	0.3786407766990291	0.20388349514563103"
"sp|P0A7V8|RS4_ECOLI	0.4077669902912621	0.32524271844660196	0.26699029126213586	0.3592233009708738	0.4077669902912621	0.23300970873786403	0.558252427184466	0.21359223300970873	0.22815533980582528	0.41262135922330095	0.2815533980582524	0.3058252427184466	0.5922330097087378	0.33980582524271846	0.06796116504854371	0.49029126213592233	0.24757281553398058	0.2621359223300971	0.4223300970873786	0.16990291262135923	0.40776699029126207	0.3155339805825243	0.38349514563106796	0.3009708737864077	0.3058252427184466	0.27184466019417475	0.4223300970873787	0.2815533980582524	0.4174757281553398	0.3009708737864078	0.20388349514563106	0.6747572815533981	0.12135922330097082	0.5533980582524272	0.21359223300970873	0.2330097087378641	0.4077669902912621	0.4077669902912621	0.1844660194174757"
"sp|P0A7W7|RS8_ECOLI	0.33076923076923076	0.35384615384615387	0.31538461538461543	0.36153846153846153	0.4076923076923077	0.23076923076923073	0.5307692307692308	0.23846153846153847	0.23076923076923075	0.4076923076923077	0.25384615384615383	0.3384615384615385	0.5538461538461539	0.34615384615384615	0.09999999999999998	0.3923076923076923	0.2923076923076923	0.31538461538461543	0.36153846153846153	0.19230769230769232	0.4461538461538461	0.38461538461538464	0.36923076923076925	0.24615384615384617	0.3384615384615385	0.33076923076923076	0.33076923076923076	0.3384615384615385	0.4153846153846154	0.2461538461538461	0.15384615384615385	0.7307692307692307	0.11538461538461542	0.49230769230769234	0.26153846153846155	0.2461538461538461	0.46153846153846156	0.33076923076923076	0.20769230769230768"
"sp|P0A8M3|SYT_ECOLI	0.3598130841121495	0.32398753894080995	0.31619937694704053	0.38161993769470404	0.34890965732087226	0.2694704049844237	0.5295950155763239	0.21806853582554517	0.25233644859813087	0.4127725856697819	0.2336448598130841	0.35358255451713394	0.5467289719626168	0.31931464174454827	0.1339563862928349	0.4688473520249221	0.23208722741433022	0.2990654205607477	0.367601246105919	0.1791277258566978	0.4532710280373832	0.338006230529595	0.367601246105919	0.294392523364486	0.35358255451713394	0.2507788161993769	0.39563862928348914	0.2819314641744548	0.4236760124610592	0.294392523364486	0.1292834890965732	0.7149532710280374	0.15576323987538943	0.4719626168224299	0.27258566978193144	0.25545171339563866	0.411214953271028	0.3598130841121495	0.2289719626168224"
"sp|P0AAI4|FTSH_SHIFL	0.3338509316770186	0.358695652173913	0.30745341614906835	0.391304347826087	0.34937888198757766	0.2593167701863354	0.5574534161490683	0.19099378881987578	0.25155279503105593	0.41459627329192544	0.26242236024844723	0.3229813664596273	0.5714285714285714	0.3167701863354037	0.11180124223602489	0.4192546583850932	0.281055900621118	0.29968944099378886	0.34316770186335405	0.22826086956521738	0.4285714285714285	0.38975155279503104	0.37111801242236025	0.2391304347826087	0.32298136645962733	0.32919254658385094	0.3478260869565218	0.3307453416149068	0.4301242236024845	0.23913043478260865	0.12422360248447205	0.7406832298136646	0.1350931677018633	0.45962732919254656	0.2468944099378882	0.29347826086956524	0.4503105590062112	0.3338509316770186	0.21583850931677018"
"sp|P0ADY3|RL14_ECOLI	0.34959349593495936	0.3008130081300813	0.3495934959349593	0.34959349593495936	0.4146341463414634	0.23577235772357724	0.5040650406504065	0.2601626016260163	0.23577235772357724	0.3821138211382114	0.2601626016260163	0.35772357723577236	0.5772357723577236	0.2845528455284553	0.1382113821138211	0.4065040650406504	0.24390243902439024	0.34959349593495936	0.34959349593495936	0.22764227642276422	0.4227642276422764	0.34146341463414637	0.3983739837398374	0.2601626016260162	0.35772357723577236	0.2845528455284553	0.3577235772357724	0.2845528455284553	0.45528455284552843	0.2601626016260163	0.18699186991869918	0.7235772357723578	0.08943089430894302	0.42276422764227645	0.3008130081300813	0.27642276422764217	0.4715447154471545	0.34959349593495936	0.17886178861788615"
"sp|P0AFW0|RFAH_ECOLI	0.30246913580246915	0.36419753086419754	0.3333333333333333	0.345679012345679	0.3333333333333333	0.3209876543209877	0.48148148148148145	0.2037037037037037	0.3148148148148149	0.42592592592592593	0.20987654320987653	0.36419753086419754	0.5308641975308642	0.32098765432098764	0.14814814814814814	0.43209876543209874	0.24074074074074073	0.3271604938271606	0.3148148148148148	0.21604938271604937	0.4691358024691358	0.345679012345679	0.3950617283950617	0.2592592592592593	0.36419753086419754	0.30246913580246915	0.33333333333333326	0.2654320987654321	0.47530864197530864	0.2592592592592592	0.11728395061728394	0.7777777777777778	0.1049382716049383	0.4444444444444444	0.32098765432098764	0.23456790123456794	0.4382716049382716	0.30246913580246915	0.2592592592592593"
"sp|P0C0V0|DEGP_ECOLI	0.3037974683544304	0.3987341772151899	0.29746835443037967	0.46835443037974683	0.29957805907172996	0.23206751054852315	0.5907172995780591	0.17721518987341772	0.2320675105485232	0.45569620253164556	0.23628691983122363	0.3080168776371308	0.5949367088607594	0.3080168776371308	0.09704641350210974	0.35654008438818563	0.3459915611814346	0.2974683544303798	0.31856540084388185	0.27637130801687765	0.4050632911392405	0.43670886075949367	0.4029535864978903	0.16033755274261602	0.3080168776371308	0.3860759493670886	0.3059071729957806	0.3924050632911392	0.4472573839662447	0.16033755274261607	0.08649789029535865	0.8333333333333334	0.08016877637130804	0.4029535864978903	0.24050632911392406	0.3565400843881856	0.47257383966244726	0.3037974683544304	0.22362869198312235"
"sp|P0CX45|RL2A_YEAST	0.3188976377952756	0.43700787401574803	0.2440944881889764	0.3779527559055118	0.3937007874015748	0.22834645669291337	0.5748031496062992	0.20078740157480315	0.22440944881889766	0.35826771653543305	0.3700787401574803	0.2716535433070866	0.5984251968503937	0.30708661417322836	0.0944881889763779	0.42913385826771655	0.33070866141732286	0.2401574803149606	0.3346456692913386	0.2637795275590551	0.40157480314960625	0.40551181102362205	0.3188976377952756	0.27559055118110243	0.27165354330708663	0.3700787401574803	0.3582677165354331	0.36220472440944884	0.36220472440944884	0.2755905511811023	0.17716535433070865	0.7559055118110236	0.06692913385826771	0.4409448818897638	0.24015748031496062	0.3188976377952756	0.4645669291338583	0.3188976377952756	0.2165354330708661"
"sp|P0CY35|EF1A1_CANAL	0.32532751091703055	0.37554585152838427	0.29912663755458513	0.38427947598253276	0.38209606986899564	0.2336244541484716	0.5043668122270742	0.27510917030567683	0.22052401746724892	0.45633187772925765	0.22489082969432314	0.3187772925764192	0.5851528384279476	0.2816593886462882	0.13318777292576417	0.42139737991266374	0.2925764192139738	0.2860262008733624	0.3296943231441048	0.2554585152838428	0.4148471615720525	0.4039301310043668	0.3384279475982533	0.2576419213973799	0.31877729257641924	0.3318777292576419	0.3493449781659389	0.33406113537117904	0.40829694323144106	0.25764192139737985	0.14847161572052403	0.7314410480349345	0.12008733624454149	0.3951965065502183	0.32532751091703055	0.27947598253275113	0.44541484716157204	0.32532751091703055	0.22925764192139747"
"sp|P10503|PUTA_SALTY	0.30303030303030304	0.39924242424242423	0.2977272727272728	0.37803030303030305	0.3431818181818182	0.27878787878787875	0.5848484848484848	0.14696969696969697	0.2681818181818182	0.3878787878787879	0.2871212121212121	0.32499999999999996	0.5272727272727272	0.3787878787878788	0.09393939393939399	0.4	0.31287878787878787	0.2871212121212121	0.3143939393939394	0.2128787878787879	0.47272727272727266	0.4090909090909091	0.3886363636363636	0.20227272727272722	0.325	0.35378787878787876	0.3212121212121213	0.3477272727272727	0.45	0.20227272727272733	0.09772727272727273	0.7893939393939394	0.1128787878787878	0.5083333333333333	0.23787878787878788	0.2537878787878788	0.4765151515151515	0.30303030303030304	0.2204545454545454"
"gi|129379|sp|P10809.2|CH60_HUMAN	0.33507853403141363	0.3507853403141361	0.31413612565445026	0.4048865619546248	0.3717277486910995	0.22338568935427572	0.5445026178010471	0.2338568935427574	0.22164048865619546	0.4328097731239092	0.24083769633507854	0.3263525305410122	0.568935427574171	0.33158813263525305	0.09947643979057591	0.3856893542757417	0.3019197207678883	0.31239092495637	0.343804537521815	0.225130890052356	0.43106457242582896	0.4031413612565445	0.39790575916230364	0.19895287958115193	0.3263525305410122	0.3333333333333333	0.3403141361256545	0.3647469458987784	0.4363001745200698	0.19895287958115176	0.13089005235602094	0.7294938917975567	0.13961605584642234	0.45549738219895286	0.2705061082024433	0.27399650959860383	0.4799301919720768	0.33507853403141363	0.1849912739965095"
"sp|P11325|SYLM_YEAST	0.3389261744966443	0.3333333333333333	0.3277404921700224	0.38031319910514544	0.3098434004474273	0.3098434004474273	0.4955257270693512	0.21588366890380314	0.28859060402684567	0.47762863534675615	0.1644295302013423	0.35794183445190153	0.569351230425056	0.27740492170022374	0.15324384787472028	0.44742729306487694	0.24608501118568232	0.30648769574944074	0.3523489932885906	0.21700223713646533	0.4306487695749441	0.35570469798657717	0.3680089485458613	0.2762863534675615	0.3579418344519016	0.28523489932885904	0.3568232662192393	0.28187919463087246	0.441834451901566	0.2762863534675615	0.12863534675615212	0.7516778523489933	0.11968680089485462	0.4082774049217002	0.30313199105145416	0.28859060402684567	0.4082774049217002	0.3389261744966443	0.2527964205816555"
"sp|P11415|QOR_CAVPO	0.2613981762917933	0.425531914893617	0.3130699088145897	0.3981762917933131	0.3495440729483283	0.25227963525835856	0.5349544072948328	0.21580547112462006	0.24924012158054715	0.3860182370820669	0.270516717325228	0.3434650455927052	0.5349544072948328	0.3373860182370821	0.12765957446808512	0.3586626139817629	0.331306990881459	0.3100303951367781	0.3069908814589666	0.22796352583586627	0.46504559270516715	0.41641337386018235	0.3677811550151976	0.21580547112462012	0.3434650455927052	0.364741641337386	0.2917933130699088	0.364741641337386	0.4194528875379939	0.21580547112462	0.10030395136778116	0.8024316109422492	0.09726443768996962	0.41033434650455924	0.3100303951367781	0.27963525835866265	0.49240121580547114	0.2613981762917933	0.24620060790273557"
"sp|P11980|KPYM_RAT	0.3126177024482109	0.3691148775894539	0.31826741996233526	0.3615819209039548	0.3973634651600753	0.24105461393596989	0.5386064030131826	0.22598870056497175	0.23540489642184562	0.3954802259887006	0.2674199623352166	0.33709981167608283	0.5291902071563088	0.352165725047081	0.11864406779661019	0.3935969868173258	0.2937853107344633	0.3126177024482109	0.3333333333333333	0.1958568738229755	0.47080979284369123	0.4048964218455744	0.35969868173258	0.2354048964218456	0.3370998116760829	0.3295668549905838	0.33333333333333337	0.3465160075329567	0.4180790960451977	0.23540489642184553	0.12617702448210924	0.743879472693032	0.12994350282485878	0.4708097928436911	0.2693032015065913	0.2598870056497175	0.4708097928436911	0.3126177024482109	0.2165725047080979"
"sp|P12063|SYYM_NEUCR	0.34977578475336324	0.37369207772795215	0.2765321375186846	0.4080717488789238	0.336322869955157	0.2556053811659192	0.5605381165919282	0.20179372197309417	0.23766816143497763	0.4514200298953662	0.23766816143497757	0.3109118086696562	0.5919282511210763	0.3004484304932735	0.1076233183856502	0.4484304932735426	0.2929745889387145	0.25859491778774296	0.36771300448430494	0.2242152466367713	0.40807174887892383	0.3721973094170404	0.34379671150971597	0.2840059790732437	0.3109118086696562	0.3183856502242152	0.3707025411061286	0.3243647234678625	0.39162929745889385	0.28400597907324365	0.14050822122571002	0.7443946188340808	0.11509715994020919	0.47533632286995514	0.2571001494768311	0.26756352765321373	0.39461883408071746	0.34977578475336324	0.25560538116591924"
"gi|349594718|gb|AEP90905.1|	0.3400900900900901	0.33783783783783783	0.3220720720720721	0.38288288288288286	0.3130630630630631	0.30405405405405406	0.5112612612612613	0.19369369369369369	0.29504504504504503	0.4391891891891892	0.2072072072072072	0.35360360360360354	0.5472972972972973	0.3108108108108108	0.14189189189189194	0.45045045045045046	0.23648648648648649	0.313063063063063	0.3355855855855856	0.21171171171171171	0.4527027027027027	0.35135135135135137	0.38513513513513514	0.26351351351351354	0.3536036036036036	0.28153153153153154	0.3648648648648648	0.28603603603603606	0.45045045045045046	0.26351351351351343	0.11036036036036036	0.7319819819819819	0.1576576576576577	0.4436936936936937	0.28153153153153154	0.27477477477477474	0.43243243243243246	0.3400900900900901	0.22747747747747743"
"sp|P13299|TEV1_BPT4	0.39183673469387753	0.3306122448979592	0.2775510204081632	0.3877551020408163	0.35918367346938773	0.25306122448979596	0.5020408163265306	0.2653061224489796	0.23265306122448975	0.5020408163265306	0.18775510204081633	0.310204081632653	0.6122448979591837	0.2	0.1877551020408163	0.4816326530612245	0.2612244897959184	0.2571428571428571	0.4122448979591837	0.2	0.38775510204081626	0.3469387755102041	0.30612244897959184	0.34693877551020413	0.31020408163265306	0.2653061224489796	0.4244897959183674	0.2857142857142857	0.3673469387755102	0.3469387755102041	0.2	0.6938775510204082	0.10612244897959189	0.40816326530612246	0.2938775510204082	0.29795918367346935	0.37142857142857144	0.39183673469387753	0.23673469387755103"
"sp|P13569|CFTR_HUMAN	0.29864864864864865	0.32635135135135135	0.37500000000000006	0.37972972972972974	0.28581081081081083	0.33445945945945943	0.504054054054054	0.17702702702702702	0.318918918918919	0.4155405405405405	0.18243243243243243	0.402027027027027	0.525	0.30945945945945946	0.16554054054054052	0.372972972972973	0.26756756756756755	0.3594594594594595	0.3452702702702703	0.17972972972972973	0.4749999999999999	0.33378378378378376	0.40945945945945944	0.25675675675675674	0.40202702702702703	0.28243243243243243	0.3155405405405406	0.29121621621621624	0.452027027027027	0.2567567567567568	0.11486486486486487	0.7831081081081082	0.10202702702702693	0.4445945945945946	0.30945945945945946	0.24594594594594593	0.46283783783783783	0.29864864864864865	0.23851351351351352"
"sp|P13716|HEM2_HUMAN	0.26666666666666666	0.4121212121212121	0.3212121212121213	0.3212121212121212	0.3878787878787879	0.29090909090909084	0.5212121212121212	0.19696969696969696	0.2818181818181818	0.35454545454545455	0.2878787878787879	0.3575757575757576	0.49393939393939396	0.4	0.10606060606060608	0.396969696969697	0.2909090909090909	0.31212121212121213	0.3090909090909091	0.18484848484848485	0.5060606060606061	0.42727272727272725	0.3242424242424242	0.24848484848484853	0.3575757575757576	0.3484848484848485	0.29393939393939383	0.33636363636363636	0.41515151515151516	0.24848484848484842	0.10606060606060606	0.7787878787878788	0.11515151515151512	0.48484848484848486	0.2515151515151515	0.2636363636363636	0.47878787878787876	0.26666666666666666	0.2545454545454546"
"sp|P13743|LDHB_ANAPL	0.27927927927927926	0.35435435435435436	0.3663663663663663	0.39039039039039036	0.36936936936936937	0.24024024024024027	0.5045045045045045	0.2732732732732733	0.22222222222222227	0.4144144144144144	0.1981981981981982	0.3873873873873874	0.5195195195195195	0.37537537537537535	0.10510510510510518	0.35135135135135137	0.3003003003003003	0.3483483483483484	0.3213213213213213	0.1981981981981982	0.48048048048048053	0.3843843843843844	0.4114114114114114	0.2042042042042042	0.38738738738738737	0.30930930930930933	0.30330330330330324	0.3333333333333333	0.4624624624624625	0.20420420420420426	0.1021021021021021	0.7957957957957958	0.10210210210210202	0.42042042042042044	0.3033033033033033	0.2762762762762762	0.4864864864864865	0.27927927927927926	0.23423423423423423"
"sp|P13922|DRTS_PLAFK	0.3996710526315789	0.2598684210526316	0.34046052631578944	0.3930921052631579	0.2845394736842105	0.3223684210526315	0.4555921052631579	0.23190789473684212	0.3124999999999999	0.48355263157894735	0.11348684210526316	0.4029605263157895	0.555921052631579	0.2713815789473684	0.1726973684210526	0.5131578947368421	0.15625	0.33059210526315785	0.3355263157894737	0.22039473684210525	0.4440789473684211	0.2713815789473684	0.42105263157894735	0.3075657894736843	0.4029605263157895	0.17763157894736842	0.4194078947368421	0.2138157894736842	0.4786184210526316	0.30756578947368424	0.13157894736842105	0.7368421052631579	0.13157894736842113	0.3782894736842105	0.3355263157894737	0.2861842105263158	0.375	0.3996710526315789	0.22532894736842107"
"sp|P14120|RL30_YEAST	0.2857142857142857	0.4	0.3142857142857143	0.3904761904761905	0.3238095238095238	0.28571428571428575	0.49523809523809526	0.21904761904761905	0.2857142857142857	0.4380952380952381	0.19047619047619047	0.37142857142857144	0.5523809523809524	0.3619047619047619	0.08571428571428569	0.3619047619047619	0.3238095238095238	0.3142857142857142	0.34285714285714286	0.20952380952380953	0.4476190476190476	0.3619047619047619	0.4	0.23809523809523803	0.37142857142857144	0.34285714285714286	0.2857142857142857	0.34285714285714286	0.41904761904761906	0.23809523809523808	0.14285714285714285	0.7904761904761904	0.06666666666666676	0.44761904761904764	0.29523809523809524	0.2571428571428572	0.45714285714285713	0.2857142857142857	0.25714285714285723"
"sp|P14540|ALF_YEAST	0.3147632311977716	0.40668523676880225	0.27855153203342614	0.40668523676880225	0.32590529247910865	0.26740947075208904	0.5348189415041783	0.20612813370473537	0.2590529247910863	0.4428969359331476	0.23676880222841226	0.32033426183844016	0.5543175487465181	0.31754874651810583	0.1281337047353761	0.43454038997214484	0.29526462395543174	0.2701949860724234	0.3203342618384401	0.233983286908078	0.4456824512534818	0.3955431754874652	0.35376044568245124	0.25069637883008355	0.3203342618384401	0.33147632311977715	0.3481894150417827	0.3370473537604457	0.41225626740947074	0.25069637883008355	0.10306406685236769	0.7604456824512534	0.13649025069637888	0.42896935933147634	0.28690807799442897	0.28412256267409475	0.43175487465181056	0.3147632311977716	0.2534818941504179"
