"#	hydrophobicity_PRAM900101.Tr1221	hydrophobicity_PRAM900101.Tr1331	hydrophobicity_PRAM900101.Tr2332	hydrophobicity_ARGP820101.Tr1221	hydrophobicity_ARGP820101.Tr1331	hydrophobicity_ARGP820101.Tr2332	hydrophobicity_ZIMJ680101.Tr1221	hydrophobicity_ZIMJ680101.Tr1331	hydrophobicity_ZIMJ680101.Tr2332	hydrophobicity_PONP930101.Tr1221	hydrophobicity_PONP930101.Tr1331	hydrophobicity_PONP930101.Tr2332	hydrophobicity_CASG920101.Tr1221	hydrophobicity_CASG920101.Tr1331	hydrophobicity_CASG920101.Tr2332	hydrophobicity_ENGD860101.Tr1221	hydrophobicity_ENGD860101.Tr1331	hydrophobicity_ENGD860101.Tr2332	hydrophobicity_FASG890101.Tr1221	hydrophobicity_FASG890101.Tr1331	hydrophobicity_FASG890101.Tr2332	normwaalsvolume.Tr1221	normwaalsvolume.Tr1331	normwaalsvolume.Tr2332	polarity.Tr1221	polarity.Tr1331	polarity.Tr2332	polarizability.Tr1221	polarizability.Tr1331	polarizability.Tr2332	charge.Tr1221	charge.Tr1331	charge.Tr2332	secondarystruct.Tr1221	secondarystruct.Tr1331	secondarystruct.Tr2332	solventaccess.Tr1221	solventaccess.Tr1331	solventaccess.Tr2332"
"sp|Q495M3|S36A2_HUMAN	0.14937759336099585	0.14730290456431536	0.35684647302904565	0.18672199170124482	0.24066390041493776	0.2074688796680498	0.16597510373443983	0.31742738589211617	0.11825726141078838	0.10580912863070539	0.3132780082987552	0.18672199170124482	0.3360995850622407	0.14730290456431536	0.13900414937759337	0.17012448132780084	0.24273858921161826	0.25311203319502074	0.1078838174273859	0.25933609958506226	0.22406639004149378	0.33402489626556015	0.17634854771784234	0.16804979253112035	0.3236514522821577	0.17634854771784234	0.14522821576763487	0.3049792531120332	0.13900414937759337	0.2053941908713693	0.12655601659751037	0.004149377593360996	0.1078838174273859	0.2551867219917012	0.24688796680497926	0.15975103734439833	0.1887966804979253	0.2925311203319502	0.1078838174273859"
"sp|O95232|LC7L3_HUMAN	0.3039443155452436	0.15777262180974477	0.08120649651972157	0.4361948955916473	0.09976798143851508	0.10904872389791183	0.2459396751740139	0.14153132250580047	0.06264501160092807	0.33642691415313225	0.1716937354988399	0.08584686774941995	0.24361948955916474	0.07424593967517401	0.03248259860788863	0.2877030162412993	0.16937354988399073	0.06496519721577726	0.10440835266821345	0.2482598607888631	0.06960556844547564	0.16473317865429235	0.25754060324825984	0.2273781902552204	0.07888631090487239	0.17865429234338748	0.2691415313225058	0.1716937354988399	0.2505800464037123	0.23433874709976799	0.2552204176334107	0.16241299303944315	0.16705336426914152	0.14617169373549885	0.31554524361948955	0.09048723897911833	0.20649651972157773	0.09976798143851508	0.2552204176334107"
"sp|P12314|FCGR1_HUMAN	0.19839142091152814	0.19302949061662197	0.24932975871313673	0.21983914209115282	0.2386058981233244	0.16890080428954424	0.21715817694369974	0.289544235924933	0.10187667560321716	0.16353887399463807	0.32707774798927614	0.12064343163538874	0.3512064343163539	0.1126005361930295	0.09115281501340483	0.2037533512064343	0.26273458445040215	0.18498659517426275	0.15281501340482573	0.2761394101876676	0.1876675603217158	0.2734584450402145	0.1260053619302949	0.16085790884718498	0.19571045576407506	0.2520107238605898	0.16621983914209115	0.257372654155496	0.09919571045576407	0.1876675603217158	0.14209115281501342	0.024128686327077747	0.14209115281501342	0.2680965147453083	0.17962466487935658	0.14209115281501342	0.26273458445040215	0.2734584450402145	0.128686327077748"
"sp|Q0JRZ9|FCHO2_HUMAN	0.242274412855377	0.20024721878862795	0.21755253399258342	0.24721878862793573	0.23485784919653893	0.17058096415327564	0.21137206427688504	0.30284301606922126	0.09765142150803462	0.18294190358467244	0.3337453646477132	0.11124845488257108	0.3510506798516687	0.13597033374536466	0.04573547589616811	0.2546353522867738	0.24474660074165636	0.17058096415327564	0.1557478368355995	0.3189122373300371	0.1681087762669963	0.2941903584672435	0.15945611866501855	0.15327564894932014	0.21013597033374537	0.23485784919653893	0.22249690976514216	0.30778739184178	0.12978986402966625	0.18294190358467244	0.17058096415327564	0.029666254635352288	0.17799752781211373	0.22744128553770088	0.24103831891223734	0.17428924598269468	0.2583436341161928	0.2249690976514215	0.1841779975278121"
"sp|Q9NWQ8|PHAG1_HUMAN	0.28074245939675174	0.14153132250580047	0.18329466357308585	0.2877030162412993	0.22273781902552203	0.10904872389791183	0.2111368909512761	0.2668213457076566	0.06496519721577726	0.22505800464037123	0.2900232018561485	0.06728538283062645	0.33410672853828305	0.08816705336426914	0.037122969837587005	0.26450116009280744	0.17633410672853828	0.14849187935034802	0.21345707656612528	0.25986078886310904	0.16241299303944315	0.31554524361948955	0.15777262180974477	0.14617169373549885	0.18793503480278423	0.16937354988399073	0.26218097447795824	0.3294663573085847	0.12529002320185614	0.17865429234338748	0.12296983758700696	0.048723897911832945	0.23433874709976799	0.1925754060324826	0.308584686774942	0.15081206496519722	0.2111368909512761	0.24129930394431554	0.2111368909512761"
"sp|Q8N697|S15A4_HUMAN	0.16493055555555555	0.1232638888888889	0.3055555555555556	0.21875	0.2152777777777778	0.1875	0.15104166666666666	0.3055555555555556	0.09027777777777778	0.15625	0.25	0.17881944444444445	0.3368055555555556	0.14583333333333334	0.1284722222222222	0.2065972222222222	0.17881944444444445	0.24305555555555555	0.08680555555555555	0.22569444444444445	0.2569444444444444	0.2760416666666667	0.1875	0.140625	0.2934027777777778	0.13541666666666666	0.16319444444444445	0.2951388888888889	0.16145833333333334	0.16666666666666666	0.11284722222222222	0.019097222222222224	0.08506944444444445	0.2326388888888889	0.22916666666666666	0.1597222222222222	0.19444444444444445	0.2482638888888889	0.09375"
"sp|Q14103|HNRPD_HUMAN	0.2796610169491525	0.1384180790960452	0.13559322033898305	0.2514124293785311	0.2344632768361582	0.0903954802259887	0.17796610169491525	0.2231638418079096	0.07909604519774012	0.18361581920903955	0.2457627118644068	0.12146892655367232	0.327683615819209	0.12429378531073447	0.02824858757062147	0.3050847457627119	0.1384180790960452	0.10734463276836158	0.192090395480226	0.24293785310734464	0.20903954802259886	0.2062146892655367	0.2570621468926554	0.16101694915254236	0.1864406779661017	0.1807909604519774	0.23728813559322035	0.211864406779661	0.2344632768361582	0.18361581920903955	0.1807909604519774	0.03389830508474576	0.1751412429378531	0.1553672316384181	0.2711864406779661	0.2033898305084746	0.2288135593220339	0.19491525423728814	0.18926553672316385"
"sp|O60669|MOT2_HUMAN	0.17819706498951782	0.10272536687631027	0.3333333333333333	0.20545073375262055	0.2222222222222222	0.23270440251572327	0.18867924528301888	0.31446540880503143	0.1278825995807128	0.14465408805031446	0.2662473794549266	0.19077568134171907	0.31027253668763105	0.13417190775681342	0.12368972746331237	0.1740041928721174	0.1740041928721174	0.25366876310272535	0.11320754716981132	0.2138364779874214	0.23060796645702306	0.2914046121593291	0.20754716981132076	0.15513626834381553	0.3165618448637317	0.14046121593291405	0.1488469601677149	0.2914046121593291	0.16981132075471697	0.1928721174004193	0.13626834381551362	0.018867924528301886	0.07337526205450734	0.2620545073375262	0.2389937106918239	0.18448637316561844	0.1488469601677149	0.2557651991614256	0.1320754716981132"
"sp|P31943|HNRH1_HUMAN	0.2611607142857143	0.18973214285714285	0.17857142857142858	0.26339285714285715	0.23660714285714285	0.13392857142857142	0.18303571428571427	0.3013392857142857	0.06473214285714286	0.20535714285714285	0.2544642857142857	0.18973214285714285	0.390625	0.12723214285714285	0.05580357142857143	0.2611607142857143	0.234375	0.12946428571428573	0.16294642857142858	0.3013392857142857	0.21651785714285715	0.19866071428571427	0.24553571428571427	0.16294642857142858	0.203125	0.24107142857142858	0.20982142857142858	0.21205357142857142	0.21875	0.18973214285714285	0.16071428571428573	0.03125	0.1875	0.203125	0.25223214285714285	0.171875	0.2700892857142857	0.22321428571428573	0.18080357142857142"
"sp|P47813|IF1AX_HUMAN	0.3006993006993007	0.21678321678321677	0.09090909090909091	0.21678321678321677	0.20279720279720279	0.18181818181818182	0.1888111888111888	0.25874125874125875	0.1258741258741259	0.23076923076923078	0.24475524475524477	0.11888111888111888	0.2727272727272727	0.13286713286713286	0.06993006993006994	0.2867132867132867	0.24475524475524477	0.07692307692307693	0.22377622377622378	0.3076923076923077	0.0979020979020979	0.23776223776223776	0.2097902097902098	0.21678321678321677	0.0979020979020979	0.26573426573426573	0.26573426573426573	0.23076923076923078	0.17482517482517482	0.2517482517482518	0.2517482517482518	0.027972027972027972	0.26573426573426573	0.16783216783216784	0.2867132867132867	0.14685314685314685	0.3986013986013986	0.0979020979020979	0.11888111888111888"
"sp|Q9UJ71|CLC4K_HUMAN	0.2415902140672783	0.21712538226299694	0.22629969418960244	0.2782874617737003	0.23547400611620795	0.14678899082568808	0.2324159021406728	0.2691131498470948	0.10091743119266056	0.1743119266055046	0.3486238532110092	0.08256880733944955	0.3547400611620795	0.14984709480122324	0.07033639143730887	0.2691131498470948	0.2599388379204893	0.15902140672782875	0.1620795107033639	0.3211009174311927	0.1834862385321101	0.28440366972477066	0.17737003058103976	0.16819571865443425	0.19877675840978593	0.2324159021406728	0.23853211009174313	0.2874617737003058	0.14067278287461774	0.20489296636085627	0.18042813455657492	0.021406727828746176	0.16819571865443425	0.2415902140672783	0.23853211009174313	0.1743119266055046	0.30275229357798167	0.23547400611620795	0.1559633027522936"
"sp|P08603|CFAH_HUMAN	0.24959349593495936	0.2	0.22845528455284553	0.23821138211382115	0.24308943089430896	0.16341463414634147	0.23495934959349593	0.26666666666666666	0.1073170731707317	0.1796747967479675	0.3650406504065041	0.12845528455284552	0.28292682926829266	0.22845528455284553	0.07235772357723577	0.25040650406504067	0.25934959349593495	0.13983739837398373	0.16666666666666666	0.2975609756097561	0.2138211382113821	0.2813008130081301	0.22601626016260162	0.14959349593495935	0.23495934959349593	0.25853658536585367	0.2138211382113821	0.25853658536585367	0.16097560975609757	0.2146341463414634	0.16666666666666666	0.027642276422764227	0.18699186991869918	0.24065040650406505	0.20650406504065041	0.2016260162601626	0.2739837398373984	0.24146341463414633	0.17560975609756097"
"sp|Q13190|STX5_HUMAN	0.2175141242937853	0.20056497175141244	0.20903954802259886	0.2401129943502825	0.211864406779661	0.1497175141242938	0.20903954802259886	0.2740112994350282	0.08757062146892655	0.1694915254237288	0.2994350282485876	0.11016949152542373	0.3305084745762712	0.12146892655367232	0.07627118644067797	0.24293785310734464	0.24293785310734464	0.16666666666666666	0.1271186440677966	0.307909604519774	0.1440677966101695	0.2909604519774011	0.1807909604519774	0.17231638418079095	0.19491525423728814	0.21468926553672316	0.22598870056497175	0.2909604519774011	0.1694915254237288	0.18361581920903955	0.1864406779661017	0.022598870056497175	0.15819209039548024	0.2344632768361582	0.2627118644067797	0.11016949152542373	0.2457627118644068	0.192090395480226	0.17231638418079095"
"sp|O75821|EIF3G_HUMAN	0.27586206896551724	0.19122257053291536	0.21316614420062696	0.2601880877742947	0.21316614420062696	0.15673981191222572	0.22884012539184953	0.2507836990595611	0.09404388714733543	0.20376175548589343	0.30094043887147337	0.11598746081504702	0.29780564263322884	0.15673981191222572	0.050156739811912224	0.2601880877742947	0.23824451410658307	0.14106583072100312	0.1974921630094044	0.27899686520376177	0.1755485893416928	0.27586206896551724	0.219435736677116	0.13479623824451412	0.2006269592476489	0.21630094043887146	0.2507836990595611	0.2601880877742947	0.1786833855799373	0.1755485893416928	0.21003134796238246	0.04075235109717868	0.19122257053291536	0.20376175548589343	0.26959247648902823	0.16614420062695925	0.2946708463949843	0.18808777429467086	0.1724137931034483"
"sp|Q12934|BFSP1_HUMAN	0.2921686746987952	0.1927710843373494	0.16716867469879518	0.29518072289156627	0.22740963855421686	0.13704819277108435	0.21234939759036145	0.2921686746987952	0.06927710843373494	0.2289156626506024	0.2635542168674699	0.11144578313253012	0.3433734939759036	0.09487951807228916	0.025602409638554216	0.2620481927710843	0.23795180722891565	0.11897590361445783	0.17771084337349397	0.32379518072289154	0.1144578313253012	0.30873493975903615	0.1536144578313253	0.17319277108433734	0.15210843373493976	0.22289156626506024	0.2710843373493976	0.29518072289156627	0.13102409638554216	0.19578313253012047	0.18825301204819278	0.06475903614457831	0.24548192771084337	0.22289156626506024	0.27259036144578314	0.09337349397590361	0.3042168674698795	0.1536144578313253	0.18072289156626506"
"sp|O75387|LAT3_HUMAN	0.13620071684587814	0.13978494623655913	0.34946236559139787	0.1935483870967742	0.25806451612903225	0.1971326164874552	0.17204301075268819	0.33154121863799285	0.10931899641577061	0.15949820788530467	0.2992831541218638	0.2007168458781362	0.34587813620071683	0.15232974910394265	0.11648745519713262	0.17025089605734767	0.1989247311827957	0.27598566308243727	0.1003584229390681	0.22580645161290322	0.2724014336917563	0.2885304659498208	0.1827956989247312	0.15232974910394265	0.33691756272401435	0.16308243727598568	0.12007168458781362	0.3010752688172043	0.15949820788530467	0.17562724014336917	0.10931899641577061	0.008960573476702509	0.1057347670250896	0.24193548387096775	0.23118279569892472	0.16308243727598568	0.1827956989247312	0.3279569892473118	0.0931899641577061"
"sp|Q13651|I10R1_HUMAN	0.2339688041594454	0.14558058925476602	0.2755632582322357	0.17677642980935876	0.2824956672443674	0.16464471403812825	0.1559792027729636	0.3310225303292894	0.08838821490467938	0.17504332755632582	0.2876949740034662	0.14731369150779897	0.32062391681109187	0.12824956672443674	0.058925476603119586	0.2668977469670711	0.1923743500866551	0.20797227036395147	0.20797227036395147	0.25476603119584057	0.19410745233968804	0.3483535528596187	0.15771230502599654	0.12824956672443674	0.2582322357019064	0.17677642980935876	0.2339688041594454	0.3587521663778163	0.1265164644714038	0.15944540727902945	0.1195840554592721	0.008665511265164644	0.1733102253032929	0.21143847487001732	0.24610051993067592	0.1559792027729636	0.20623916811091855	0.2651646447140381	0.1733102253032929"
"sp|O43663|PRC1_HUMAN	0.20678513731825526	0.2552504038772213	0.15024232633279483	0.26978998384491115	0.2358642972536349	0.1518578352180937	0.210016155088853	0.2924071082390953	0.08562197092084006	0.210016155088853	0.3150242326332795	0.10662358642972536	0.36348949919224555	0.11631663974151858	0.07108239095315025	0.21809369951534732	0.27948303715670436	0.11308562197092084	0.1260096930533118	0.3667205169628433	0.11308562197092084	0.2358642972536349	0.1470113085621971	0.2358642972536349	0.14054927302100162	0.28109854604200324	0.19063004846526657	0.2245557350565428	0.12277867528271405	0.26009693053311794	0.2084006462035541	0.046849757673667204	0.2148626817447496	0.21809369951534732	0.20032310177705978	0.10823909531502424	0.3069466882067851	0.1680129240710824	0.15508885298869143"
"sp|O15400|STX7_HUMAN	0.21923076923076923	0.22692307692307692	0.16923076923076924	0.29615384615384616	0.28076923076923077	0.10384615384615385	0.19615384615384615	0.31153846153846154	0.06538461538461539	0.2	0.3076923076923077	0.11153846153846154	0.3192307692307692	0.15	0.057692307692307696	0.2153846153846154	0.25	0.13846153846153847	0.11538461538461539	0.34615384615384615	0.12307692307692308	0.2846153846153846	0.1076923076923077	0.23076923076923078	0.16153846153846155	0.25769230769230766	0.19230769230769232	0.28846153846153844	0.10384615384615385	0.23461538461538461	0.16153846153846155	0.05384615384615385	0.19230769230769232	0.24615384615384617	0.2076923076923077	0.13846153846153847	0.3038461538461538	0.1423076923076923	0.1423076923076923"
"sp|Q9H270|VPS11_HUMAN	0.2425531914893617	0.20851063829787234	0.20957446808510638	0.26382978723404255	0.22021276595744682	0.18829787234042553	0.20851063829787234	0.2925531914893617	0.11170212765957446	0.18617021276595744	0.2936170212765957	0.14148936170212767	0.33404255319148934	0.13085106382978723	0.08404255319148936	0.23404255319148937	0.2765957446808511	0.1351063829787234	0.13936170212765958	0.3180851063829787	0.14680851063829786	0.24893617021276596	0.1776595744680851	0.23404255319148937	0.1723404255319149	0.26276595744680853	0.20957446808510638	0.24574468085106382	0.15531914893617021	0.25638297872340426	0.1723404255319149	0.03404255319148936	0.18936170212765957	0.2542553191489362	0.2276595744680851	0.12127659574468085	0.27872340425531916	0.20638297872340425	0.1723404255319149"
"sp|Q9GZU1|MCLN1_HUMAN	0.17443868739205526	0.1692573402417962	0.2607944732297064	0.18825561312607944	0.25215889464594127	0.20725388601036268	0.15025906735751296	0.3385146804835924	0.11398963730569948	0.13298791018998274	0.2970639032815199	0.153713298791019	0.30397236614853196	0.15716753022452504	0.1226252158894646	0.2003454231433506	0.22279792746113988	0.20725388601036268	0.13126079447322972	0.28324697754749567	0.17789291882556132	0.2607944732297064	0.16407599309153714	0.16234887737478412	0.24352331606217617	0.20725388601036268	0.15716753022452504	0.29360967184801384	0.1381692573402418	0.18825561312607944	0.14335060449050085	0.012089810017271158	0.12953367875647667	0.26424870466321243	0.17616580310880828	0.15716753022452504	0.22797927461139897	0.2694300518134715	0.1157167530224525"
"sp|O14804|TAAR5_HUMAN	0.13988095238095238	0.1488095238095238	0.3541666666666667	0.16964285714285715	0.23214285714285715	0.23214285714285715	0.18154761904761904	0.31547619047619047	0.1488095238095238	0.1130952380952381	0.30654761904761907	0.18452380952380953	0.3125	0.15476190476190477	0.15476190476190477	0.16071428571428573	0.25892857142857145	0.25595238095238093	0.0744047619047619	0.25	0.21726190476190477	0.29464285714285715	0.17559523809523808	0.22023809523809523	0.30654761904761907	0.18452380952380953	0.12797619047619047	0.28273809523809523	0.13392857142857142	0.2619047619047619	0.11904761904761904	0.005952380952380952	0.08630952380952381	0.2976190476190476	0.1488095238095238	0.17261904761904762	0.18154761904761904	0.2648809523809524	0.10714285714285714"
"sp|Q15560|TCEA2_HUMAN	0.26174496644295303	0.21476510067114093	0.21476510067114093	0.3389261744966443	0.14429530201342283	0.17785234899328858	0.28523489932885904	0.23154362416107382	0.07718120805369127	0.2181208053691275	0.2785234899328859	0.1644295302013423	0.348993288590604	0.1476510067114094	0.0436241610738255	0.24496644295302014	0.2516778523489933	0.1644295302013423	0.1476510067114094	0.3288590604026846	0.16778523489932887	0.2516778523489933	0.22818791946308725	0.17114093959731544	0.21140939597315436	0.23154362416107382	0.23825503355704697	0.2483221476510067	0.18791946308724833	0.21140939597315436	0.24496644295302014	0.0436241610738255	0.17114093959731544	0.2181208053691275	0.2684563758389262	0.11409395973154363	0.29194630872483224	0.16778523489932887	0.18456375838926176"
"sp|Q9H492|MLP3A_HUMAN	0.2	0.2	0.21666666666666667	0.2916666666666667	0.175	0.21666666666666667	0.21666666666666667	0.25	0.14166666666666666	0.15833333333333333	0.30833333333333335	0.10833333333333334	0.2916666666666667	0.15833333333333333	0.06666666666666667	0.175	0.30833333333333335	0.10833333333333334	0.10833333333333334	0.30833333333333335	0.14166666666666666	0.18333333333333332	0.23333333333333334	0.21666666666666667	0.18333333333333332	0.23333333333333334	0.16666666666666666	0.16666666666666666	0.18333333333333332	0.26666666666666666	0.175	0.075	0.15833333333333333	0.3	0.24166666666666667	0.15833333333333333	0.24166666666666667	0.16666666666666666	0.15833333333333333"
"sp|O75923|DYSF_HUMAN	0.21933621933621933	0.21548821548821548	0.2275132275132275	0.21404521404521404	0.2607022607022607	0.18566618566618567	0.17267917267917268	0.32611832611832614	0.09908609908609908	0.16354016354016354	0.3256373256373256	0.13660413660413662	0.3309283309283309	0.15921115921115922	0.07551707551707551	0.22414622414622415	0.2760942760942761	0.14959114959114958	0.15584415584415584	0.31216931216931215	0.17797017797017797	0.2833092833092833	0.18759018759018758	0.18999518999519	0.21356421356421357	0.24867724867724866	0.1976911976911977	0.278018278018278	0.14574314574314573	0.23184223184223185	0.16835016835016836	0.02886002886002886	0.20298220298220299	0.2328042328042328	0.25733525733525736	0.16257816257816257	0.27465127465127465	0.20634920634920634	0.16017316017316016"
"sp|P55017|S12A3_HUMAN	0.17745098039215687	0.1627450980392157	0.2872549019607843	0.22254901960784312	0.2607843137254902	0.19411764705882353	0.19019607843137254	0.34215686274509804	0.09509803921568627	0.16862745098039217	0.2833333333333333	0.19215686274509805	0.3196078431372549	0.17352941176470588	0.11666666666666667	0.20392156862745098	0.20490196078431372	0.2235294117647059	0.1264705882352941	0.2607843137254902	0.2323529411764706	0.29411764705882354	0.19607843137254902	0.15588235294117647	0.2803921568627451	0.19509803921568628	0.17058823529411765	0.29411764705882354	0.16470588235294117	0.18725490196078431	0.14019607843137255	0.012745098039215686	0.1323529411764706	0.2549019607843137	0.21764705882352942	0.19607843137254902	0.2196078431372549	0.2529411764705882	0.12058823529411765"
"sp|Q9Z1D1|EIF3G_MOUSE	0.2884012539184953	0.19122257053291536	0.21316614420062696	0.25391849529780564	0.219435736677116	0.15047021943573669	0.22884012539184953	0.2507836990595611	0.09404388714733543	0.2006269592476489	0.30407523510971785	0.11285266457680251	0.29153605015673983	0.15673981191222572	0.050156739811912224	0.26959247648902823	0.2413793103448276	0.13793103448275862	0.19435736677115986	0.28213166144200624	0.16614420062695925	0.2727272727272727	0.2225705329153605	0.13166144200626959	0.2006269592476489	0.21630094043887146	0.26332288401253917	0.25705329153605017	0.18181818181818182	0.1724137931034483	0.21003134796238246	0.04075235109717868	0.1974921630094044	0.1974921630094044	0.26332288401253917	0.16614420062695925	0.30094043887147337	0.18181818181818182	0.1786833855799373"
"sp|P60330|ESPL1_MOUSE	0.22673594709494568	0.18800188946622579	0.2432687765706188	0.24752007557864902	0.22579121398205007	0.1894189891355692	0.18186112423240436	0.3094000944733113	0.0944733112895607	0.19272555503070382	0.2838923004251299	0.15493623051487954	0.3769485120453472	0.11478507321681625	0.07132735002361833	0.2446858762399622	0.2442135096835144	0.18233349078885214	0.13179026924893716	0.33396315540859706	0.15777042985356637	0.3094000944733113	0.15588096362777515	0.1506849315068493	0.22579121398205007	0.21303731695795938	0.2168162494095418	0.3136513934813415	0.12848370335380255	0.1780821917808219	0.15918752952290977	0.025980160604629193	0.1639111950873878	0.23901747756258857	0.2290977798771847	0.12564950401511574	0.28247520075578647	0.22484648086915446	0.13226263580538497"
"sp|Q7TPS5|C2CD5_MOUSE	0.20098522167487684	0.20492610837438424	0.24926108374384237	0.2512315270935961	0.23645320197044334	0.15566502463054188	0.2	0.2896551724137931	0.09655172413793103	0.17733990147783252	0.31822660098522165	0.1438423645320197	0.34876847290640395	0.15270935960591134	0.07192118226600985	0.2246305418719212	0.27783251231527095	0.17044334975369457	0.14088669950738916	0.296551724137931	0.20492610837438424	0.29261083743842364	0.16748768472906403	0.18226600985221675	0.22660098522167488	0.2354679802955665	0.2019704433497537	0.2876847290640394	0.1310344827586207	0.2187192118226601	0.15763546798029557	0.017733990147783252	0.17733990147783252	0.22167487684729065	0.24039408866995074	0.16748768472906403	0.26699507389162563	0.23940886699507388	0.13891625615763548"
"sp|Q920F6|SMC1B_MOUSE	0.2157177225340818	0.272654370489174	0.15637530072173217	0.2518043303929431	0.23416198877305533	0.17161186848436247	0.22614274258219727	0.2830793905372895	0.11627906976744186	0.16599839615076184	0.3408179631114675	0.10585404971932638	0.3247794707297514	0.15878107457898957	0.05934242181234964	0.18765036086607859	0.30553327987169204	0.11868484362469928	0.12830793905372895	0.37289494787489974	0.11066559743384122	0.24859663191659984	0.1475541299117883	0.2309542902967121	0.13793103448275862	0.30874097834803527	0.1892542101042502	0.23576583801122694	0.1218925421010425	0.2566158781074579	0.1996792301523657	0.05132317562149158	0.22453889334402566	0.24699278267842822	0.20689655172413793	0.12028869286287089	0.3376102646351243	0.14354450681635927	0.1507618283881315"
"sp|Q99J21|MCLN1_MOUSE	0.1692573402417962	0.18134715025906736	0.2452504317789292	0.17789291882556132	0.25215889464594127	0.19689119170984457	0.153713298791019	0.33506044905008636	0.1070811744386874	0.13298791018998274	0.3005181347150259	0.14680483592400692	0.2918825561312608	0.16580310880829016	0.12780656303972365	0.19861830742659758	0.23488773747841105	0.19170984455958548	0.13298791018998274	0.2987910189982729	0.15889464594127806	0.2469775474956822	0.17443868739205526	0.15544041450777202	0.229706390328152	0.21761658031088082	0.153713298791019	0.2763385146804836	0.14853195164075994	0.18134715025906736	0.14853195164075994	0.013816925734024179	0.1381692573402418	0.27806563039723664	0.17616580310880828	0.16753022452504318	0.23316062176165803	0.27461139896373055	0.11744386873920552"
"sp|Q8JZX4|SPF45_MOUSE	0.27722772277227725	0.17326732673267325	0.16336633663366337	0.30445544554455445	0.19554455445544555	0.13613861386138615	0.21782178217821782	0.2524752475247525	0.07425742574257425	0.2376237623762376	0.25742574257425743	0.10891089108910891	0.3217821782178218	0.09405940594059406	0.04455445544554455	0.2301980198019802	0.2202970297029703	0.11138613861386139	0.15346534653465346	0.27722772277227725	0.13861386138613863	0.2524752475247525	0.18811881188118812	0.1905940594059406	0.15841584158415842	0.2079207920792079	0.2376237623762376	0.2623762376237624	0.15346534653465346	0.22524752475247525	0.20544554455445543	0.07178217821782178	0.2103960396039604	0.21782178217821782	0.2747524752475248	0.12128712871287128	0.2524752475247525	0.13613861386138615	0.19801980198019803"
"sp|A2RSY1|KANL3_MOUSE	0.20620842572062084	0.14412416851441243	0.24501108647450112	0.24833702882483372	0.22172949002217296	0.1541019955654102	0.18625277161862527	0.2727272727272727	0.0942350332594235	0.22283813747228381	0.270509977827051	0.12084257206208426	0.37472283813747226	0.09645232815964523	0.0565410199556541	0.24390243902439024	0.2006651884700665	0.17516629711751663	0.1607538802660754	0.2804878048780488	0.19068736141906872	0.31929046563192903	0.15631929046563192	0.13747228381374724	0.22838137472283815	0.1629711751662971	0.20509977827050999	0.3325942350332594	0.1197339246119734	0.17405764966740578	0.15853658536585366	0.02106430155210643	0.12527716186252771	0.21286031042128603	0.26496674057649666	0.15521064301552107	0.20842572062084258	0.2727272727272727	0.1419068736141907"
"sp|Q9WV06|ANKR2_MOUSE	0.22935779816513763	0.25076452599388377	0.1620795107033639	0.28134556574923547	0.20489296636085627	0.14984709480122324	0.22935779816513763	0.27522935779816515	0.07339449541284404	0.23547400611620795	0.25688073394495414	0.1620795107033639	0.3761467889908257	0.0856269113149847	0.03669724770642202	0.22935779816513763	0.29357798165137616	0.11314984709480122	0.1559633027522936	0.3425076452599388	0.11926605504587157	0.23853211009174313	0.1345565749235474	0.18042813455657492	0.12538226299694188	0.29357798165137616	0.22324159021406728	0.24770642201834864	0.12538226299694188	0.18960244648318042	0.18654434250764526	0.045871559633027525	0.25382262996941896	0.20795107033639143	0.28134556574923547	0.09174311926605505	0.3333333333333333	0.1620795107033639	0.14678899082568808"
"sp|A2AHC3|CAMP1_MOUSE	0.27531645569620256	0.16455696202531644	0.19936708860759494	0.26962025316455696	0.20253164556962025	0.1620253164556962	0.20759493670886076	0.26962025316455696	0.09367088607594937	0.2259493670886076	0.2683544303797468	0.10189873417721519	0.3487341772151899	0.09620253164556962	0.04810126582278481	0.260126582278481	0.22531645569620254	0.13354430379746834	0.17911392405063292	0.30759493670886073	0.13734177215189874	0.28164556962025317	0.18417721518987343	0.16139240506329114	0.1759493670886076	0.19430379746835444	0.25949367088607594	0.28417721518987343	0.14240506329113925	0.20316455696202532	0.19556962025316454	0.03417721518987342	0.1962025316455696	0.16835443037974684	0.30253164556962026	0.13037974683544304	0.2468354430379747	0.21518987341772153	0.1930379746835443"
"sp|P58735|S26A1_MOUSE	0.16642958748221906	0.14366998577524892	0.31721194879089615	0.24893314366998578	0.2119487908961593	0.21052631578947367	0.19772403982930298	0.31721194879089615	0.09957325746799431	0.1678520625889047	0.2503556187766714	0.22190611664295876	0.3968705547652916	0.09815078236130868	0.09815078236130868	0.1678520625889047	0.20483641536273114	0.25889046941678523	0.112375533428165	0.283072546230441	0.2119487908961593	0.32432432432432434	0.1507823613086771	0.13229018492176386	0.2972972972972973	0.17496443812233287	0.155049786628734	0.3200568990042674	0.13229018492176386	0.1507823613086771	0.12233285917496443	0.01991465149359886	0.11948790896159317	0.24893314366998578	0.2574679943100996	0.15220483641536273	0.2119487908961593	0.2532005689900427	0.09815078236130868"
